cat,image_name,ratio
5,170721_N07_1_148_374.png,0.2067
0,170721_J05_3_619_590.png,1.2463
0,170721_K05_4_171_649.png,0.6429
20,170721_P22_1_640_669.png,0.242
0,170721_N05_4_264_1047.png,1.1577
5,170721_P08_2_1006_128.png,0.2599
10,170721_J11_3_674_934.png,0.372
10,170721_I11_4_325_352.png,0.8409
5,170721_K09_4_439_732.png,0.4582
5,170721_M08_3_147_691.png,0.1559
5,170721_K07_2_271_375.png,0.3693
20,170721_M21_1_1080_1237.png,0.4034
10,170721_L12_1_381_833.png,0.687
0,170721_K01_2_531_665.png,0.7239
10,170721_M11_3_504_229.png,0.3294
0,170721_M03_2_1155_1053.png,0.9187
5,170721_I06_4_235_1011.png,0.2729
20,170721_J23_4_1175_923.png,0.7094
5,170721_I09_1_667_1122.png,0.446
5,170721_M07_1_933_919.png,0.3835
0,170721_N05_4_388_458.png,0.8555
0,170721_P05_3_395_636.png,0.8745
10,170721_J13_1_765_1046.png,0.2387
0,170721_N03_3_1191_160.png,0.7174
20,170721_J21_2_136_256.png,0.1263
10,170721_J14_1_1224_1017.png,0.3736
0,170721_P05_4_357_141.png,1.8487
0,170721_L02_3_747_698.png,0.7177
20,170721_M23_4_734_1053.png,0.8969
0,170721_J03_4_436_711.png,1.1751
0,170721_I03_4_1240_512.png,1.244
10,170721_M13_2_151_395.png,0.2908
20,170721_L23_2_243_1085.png,0.3525
5,170721_N07_2_1263_1045.png,0.3297
0,170721_K01_4_431_240.png,0.7824
20,170721_O24_2_984_366.png,0.242
20,170721_K22_3_555_521.png,0.3008
5,170721_O06_3_828_758.png,0.3475
0,170721_K01_3_1193_1221.png,0.6453
20,170721_P22_1_1015_344.png,0.285
0,170721_P05_2_976_484.png,1.0665
10,170721_O14_1_286_918.png,0.2373
0,170721_K03_4_134_751.png,0.6191
5,170721_P08_4_1077_687.png,0.2502
0,170721_L05_4_867_458.png,1.0197
5,170721_P08_4_388_1270.png,0.1577
5,170721_O07_1_426_622.png,0.2425
5,170721_L08_4_316_240.png,0.3169
0,170721_P01_3_968_1217.png,0.8643
0,170721_P02_1_640_621.png,0.9491
5,170721_I10_2_797_1270.png,0.3949
10,170721_I12_4_960_1225.png,0.3924
10,170721_M15_4_424_300.png,0.2462
5,170721_N09_3_914_857.png,0.4582
5,170721_I08_2_400_722.png,0.3513
10,170721_O13_2_133_572.png,0.2965
0,170721_N05_2_1101_770.png,1.2547
5,170721_J10_2_955_276.png,0.4156
0,170721_J01_2_144_1093.png,0.5281
10,170721_N12_4_967_1049.png,0.4881
10,170721_O15_2_645_217.png,0.4017
10,170721_J14_3_216_1021.png,0.1902
10,170721_K14_3_454_281.png,0.2768
10,170721_L15_1_862_400.png,0.349
20,170721_O24_2_967_511.png,0.1537
0,170721_I01_4_1046_303.png,0.6247
5,170721_J06_1_306_497.png,0.2997
10,170721_J13_2_1085_779.png,0.295
20,170721_O23_4_762_1127.png,0.2455
10,170721_O11_2_1244_414.png,0.373
0,170721_L03_1_515_485.png,0.5564
0,170721_O05_4_1006_1242.png,0.9969
20,170721_L23_3_1140_1048.png,0.2898
20,170721_P23_4_278_245.png,0.2767
5,170721_J07_3_757_526.png,0.2821
0,170721_L05_4_706_659.png,0.754
0,170721_K03_4_520_986.png,1.3144
0,170721_M02_1_813_1253.png,0.8535
10,170721_M11_3_559_613.png,0.2515
10,170721_K12_2_290_1035.png,0.1798
0,170721_J04_3_1038_801.png,0.8836
0,170721_K02_1_549_882.png,1.3871
5,170721_K07_3_425_1220.png,0.3456
0,170721_O01_2_1234_967.png,1.0258
5,170721_M10_4_748_528.png,0.883
5,170721_J10_1_276_895.png,0.4239
0,170721_J03_1_923_1082.png,1.0946
20,170721_J23_3_311_754.png,0.4799
5,170721_N06_2_1119_1236.png,0.3733
10,170721_K11_1_954_432.png,0.4095
5,170721_M09_2_488_1045.png,0.3242
0,170721_I03_3_210_1103.png,1.383
10,170721_N11_1_148_518.png,0.2068
5,170721_K06_1_509_642.png,0.3149
10,170721_P14_2_1104_642.png,0.227
5,170721_J10_2_1099_1175.png,0.3507
10,170721_I15_4_1261_352.png,0.4496
0,170721_L04_2_966_315.png,0.9583
20,170721_J23_2_438_609.png,0.2973
0,170721_J04_4_717_781.png,1.0231
20,170721_O24_4_175_510.png,0.1127
5,170721_O06_1_326_844.png,0.4027
10,170721_I15_3_690_821.png,0.242
20,170721_O23_3_1105_506.png,0.3042
0,170721_L03_1_1029_956.png,0.9903
5,170721_K07_2_247_1216.png,0.2448
10,170721_N13_4_516_221.png,0.3391
0,170721_I01_1_589_772.png,2.1745
10,170721_O13_2_239_468.png,0.1477
10,170721_L15_3_580_516.png,0.3009
0,170721_L03_2_208_821.png,0.8384
20,170721_K21_1_590_836.png,0.7514
0,170721_J01_4_906_639.png,0.4833
5,170721_N06_2_1108_801.png,0.2597
5,170721_J07_3_1234_766.png,0.2534
10,170721_P12_3_1033_670.png,0.2679
20,170721_K22_2_210_360.png,0.2664
20,170721_K21_3_579_1139.png,0.331
0,170721_I01_3_176_182.png,1.3723
0,170721_K04_2_957_1270.png,1.1688
20,170721_N24_4_552_1185.png,0.3966
0,170721_K03_1_327_591.png,1.0756
5,170721_L08_2_1154_1200.png,0.2463
20,170721_J23_1_1142_459.png,0.4362
20,170721_K22_2_367_1130.png,0.1645
0,170721_J03_1_487_554.png,0.9858
5,170721_K10_2_589_160.png,0.316
20,170721_O24_1_680_1065.png,0.3206
0,170721_L03_4_175_407.png,0.9384
5,170721_P06_4_977_455.png,0.2589
10,170721_P12_3_770_452.png,0.35
10,170721_O14_1_967_441.png,0.6489
20,170721_K21_2_259_924.png,0.285
20,170721_I23_4_1177_676.png,0.2943
5,170721_M09_4_399_1217.png,0.2654
10,170721_O12_3_1109_442.png,0.3029
5,170721_J08_3_824_193.png,0.3245
10,170721_N13_4_890_738.png,0.3253
5,170721_L06_3_724_1078.png,0.2846
10,170721_L14_4_1189_567.png,0.4246
10,170721_M13_4_876_566.png,0.6213
5,170721_K06_4_1048_364.png,0.2577
10,170721_L13_1_456_628.png,0.2438
20,170721_N22_4_363_148.png,0.1747
5,170721_L06_3_535_1260.png,0.2748
20,170721_L24_4_848_496.png,0.1826
5,170721_O07_1_519_966.png,0.3909
0,170721_M04_1_569_916.png,0.7246
5,170721_N09_3_394_305.png,0.252
10,170721_N11_2_930_248.png,0.318
10,170721_O13_3_899_737.png,0.4479
20,170721_O22_4_201_1037.png,0.3226
10,170721_M15_2_342_675.png,0.6445
5,170721_L06_1_541_870.png,0.4304
5,170721_I09_4_702_1230.png,0.2164
0,170721_M01_1_414_446.png,2.0995
10,170721_I14_1_979_1109.png,0.292
0,170721_O05_1_508_535.png,0.4099
10,170721_L15_3_422_897.png,0.3818
10,170721_O13_3_1241_1042.png,0.3519
10,170721_I12_4_427_1210.png,0.2781
10,170721_P12_3_890_684.png,0.2321
20,170721_L22_4_197_517.png,0.3229
20,170721_M24_1_135_474.png,0.1803
5,170721_K07_1_788_1069.png,0.286
0,170721_O05_4_343_417.png,0.8204
10,170721_N15_4_873_738.png,0.4686
5,170721_K08_2_327_782.png,0.284
10,170721_I15_2_787_435.png,0.3897
20,170721_K21_3_195_735.png,0.3098
0,170721_P04_2_1059_1132.png,0.4253
20,170721_M23_1_356_1170.png,0.5004
0,170721_N04_4_944_450.png,1.1281
0,170721_K01_2_751_280.png,1.2973
10,170721_M11_4_139_1068.png,0.1894
10,170721_P13_3_144_859.png,0.49
20,170721_M21_2_409_166.png,0.2945
5,170721_L10_1_206_662.png,0.2656
5,170721_P07_4_517_1038.png,0.3488
10,170721_L13_4_385_532.png,0.2078
5,170721_K06_1_1002_660.png,0.3611
10,170721_M15_3_1244_836.png,0.548
5,170721_P09_1_830_716.png,0.2832
20,170721_P23_4_133_708.png,0.2808
5,170721_O08_4_969_950.png,0.2545
20,170721_L24_1_865_741.png,0.2947
5,170721_L06_2_260_702.png,0.2247
10,170721_O12_2_568_352.png,0.3611
5,170721_J10_2_308_771.png,0.2873
0,170721_L01_3_1197_1231.png,0.5001
5,170721_P08_2_1247_1128.png,0.2325
5,170721_J10_1_713_1046.png,0.3239
10,170721_L14_2_621_638.png,0.2293
0,170721_L04_2_574_1065.png,0.8576
10,170721_K15_2_773_254.png,0.3864
10,170721_L15_1_1145_230.png,0.2446
0,170721_K05_4_685_151.png,1.0461
10,170721_L12_3_489_1132.png,0.2474
5,170721_M09_1_1119_1076.png,0.3355
5,170721_N08_2_441_601.png,0.1807
5,170721_J10_1_1051_690.png,0.3608
5,170721_L06_1_1125_908.png,0.5722
0,170721_K03_2_639_772.png,1.191
5,170721_O06_3_407_598.png,0.2937
10,170721_J11_2_1107_133.png,0.3072
5,170721_I07_2_195_685.png,0.3413
10,170721_N11_4_482_1139.png,0.3069
0,170721_L04_4_724_427.png,1.4929
5,170721_N06_1_515_1128.png,0.2368
20,170721_K21_1_940_1215.png,0.3953
5,170721_O08_3_915_1172.png,0.2937
10,170721_I13_2_1113_1115.png,0.2968
0,170721_L04_2_490_244.png,1.3978
5,170721_K10_4_466_1044.png,0.4661
0,170721_N04_2_264_253.png,1.6395
10,170721_J11_3_1108_384.png,0.4647
10,170721_J11_1_597_801.png,0.2747
0,170721_K04_3_313_322.png,0.5073
20,170721_M23_1_560_274.png,0.1934
10,170721_L15_1_668_234.png,0.5392
5,170721_J07_3_1151_1118.png,0.4192
10,170721_P13_3_1256_290.png,0.4437
10,170721_L12_3_254_347.png,0.2455
10,170721_P14_2_1014_910.png,0.2309
0,170721_L05_4_1049_173.png,1.1837
10,170721_N11_3_831_174.png,0.6932
10,170721_O14_1_568_851.png,0.312
5,170721_M06_4_901_688.png,0.4839
10,170721_I15_2_396_242.png,0.1852
0,170721_J05_1_926_512.png,1.0144
10,170721_P14_3_674_1147.png,0.2064
10,170721_N14_2_878_150.png,0.3983
0,170721_K05_3_612_756.png,1.0064
20,170721_P24_1_742_225.png,0.2569
5,170721_P09_3_1249_1016.png,0.2502
10,170721_O15_1_369_214.png,0.2974
5,170721_J10_4_737_1177.png,0.8384
10,170721_M12_3_252_204.png,0.369
10,170721_L15_4_522_459.png,0.2575
10,170721_I11_2_807_437.png,0.3205
0,170721_M01_1_199_966.png,1.7989
10,170721_K13_4_1146_776.png,0.3894
5,170721_O06_2_853_971.png,0.328
5,170721_O08_1_194_1068.png,0.229
5,170721_O09_2_476_368.png,0.2516
10,170721_I14_4_143_822.png,0.4588
5,170721_I10_3_902_1122.png,0.1307
20,170721_J21_3_813_194.png,0.2774
10,170721_N13_2_248_630.png,0.1979
10,170721_L12_1_719_556.png,0.4745
0,170721_O04_4_1034_603.png,1.1735
5,170721_P08_1_292_723.png,0.2678
20,170721_N21_3_627_534.png,0.3901
5,170721_J07_3_230_218.png,0.519
20,170721_I23_2_812_1166.png,0.204
10,170721_I13_2_723_1259.png,0.3044
10,170721_P11_3_654_734.png,0.2708
0,170721_L03_3_882_1136.png,0.7623
10,170721_O14_2_562_215.png,0.3334
0,170721_J05_2_993_484.png,0.9907
5,170721_O10_1_1006_1039.png,0.4903
10,170721_N13_3_1215_910.png,0.2858
20,170721_J23_2_226_138.png,0.327
5,170721_M06_2_301_566.png,0.3074
0,170721_I01_1_974_700.png,1.2337
0,170721_M04_3_562_982.png,1.025
0,170721_N01_2_133_914.png,0.4963
0,170721_M02_4_345_1157.png,1.6426
0,170721_O01_2_966_637.png,0.8981
0,170721_I02_3_1210_500.png,0.8002
5,170721_O10_1_919_922.png,0.3679
10,170721_K12_3_715_617.png,0.3314
20,170721_K21_4_305_1103.png,0.2499
10,170721_P14_1_1027_377.png,0.2703
0,170721_K05_1_887_845.png,1.075
5,170721_K07_3_985_813.png,0.2144
10,170721_N13_2_164_1186.png,0.2121
0,170721_J03_1_1007_995.png,1.2353
5,170721_M06_4_673_558.png,0.3163
0,170721_N03_1_1174_358.png,1.0825
20,170721_L24_4_196_1197.png,0.2217
0,170721_I03_1_177_762.png,1.1526
20,170721_I24_4_628_1059.png,0.2645
5,170721_K10_3_1179_873.png,0.3073
0,170721_N01_4_1167_304.png,1.2965
0,170721_J04_4_958_678.png,0.7698
5,170721_N09_4_539_476.png,0.2417
10,170721_L15_4_482_1079.png,0.4978
10,170721_N13_3_1095_1045.png,0.2371
5,170721_K09_3_780_232.png,0.3244
0,170721_P01_4_913_797.png,0.9388
5,170721_P07_2_381_536.png,0.1693
0,170721_J05_3_896_1047.png,1.1149
0,170721_L02_3_984_304.png,1.1798
0,170721_P05_3_1017_1033.png,0.9579
0,170721_L03_2_461_281.png,0.5612
5,170721_K09_1_735_1089.png,0.4074
20,170721_K21_4_214_207.png,0.2881
0,170721_L02_3_465_1075.png,1.1617
5,170721_K08_2_817_1159.png,0.3429
10,170721_L14_4_195_1071.png,0.07369
20,170721_I22_2_206_762.png,0.2256
5,170721_J08_3_245_822.png,0.7845
10,170721_I15_2_190_931.png,0.3858
0,170721_N03_1_443_250.png,1.2781
5,170721_K07_4_1182_614.png,0.2321
10,170721_M13_4_1057_895.png,0.364
5,170721_N06_3_317_943.png,0.3941
10,170721_J13_2_197_340.png,0.2895
5,170721_M09_4_831_579.png,0.2599
0,170721_N04_2_262_253.png,1.6432
20,170721_M24_1_386_790.png,0.2692
10,170721_M14_3_682_746.png,0.3598
5,170721_L08_3_361_663.png,0.2605
5,170721_K07_3_1223_1246.png,0.3947
0,170721_J01_4_728_787.png,0.5034
0,170721_P03_2_303_1079.png,0.327
20,170721_M22_2_882_460.png,0.7285
10,170721_M12_2_612_169.png,0.2715
0,170721_K01_1_752_482.png,0.8631
10,170721_N12_2_385_485.png,0.1108
10,170721_M11_3_795_680.png,0.3688
10,170721_M12_4_1058_908.png,0.3166
5,170721_M10_2_1181_1196.png,0.2798
20,170721_K22_1_1170_254.png,0.2626
10,170721_K11_4_317_1166.png,0.4418
20,170721_N24_2_827_620.png,0.1876
10,170721_L11_3_1151_239.png,0.3567
0,170721_L04_4_512_928.png,0.4925
0,170721_M04_4_423_739.png,1.4005
0,170721_O01_3_709_583.png,1.1041
0,170721_N03_1_260_1141.png,0.9687
0,170721_J04_4_1165_841.png,1.135
5,170721_J07_4_618_237.png,0.3004
5,170721_M08_2_1124_392.png,0.2035
10,170721_P12_1_303_235.png,0.1927
0,170721_I01_3_966_926.png,1.2305
5,170721_M06_4_998_563.png,0.279
10,170721_O11_4_525_1160.png,0.366
5,170721_K06_4_483_484.png,0.291
5,170721_J10_3_983_1100.png,0.2538
5,170721_O08_3_1238_273.png,0.5098
0,170721_I01_3_594_558.png,1.2413
0,170721_I01_2_783_450.png,1.5469
10,170721_L15_2_721_977.png,0.6693
10,170721_N12_2_142_1068.png,0.3569
5,170721_O06_3_307_1104.png,0.45
0,170721_L04_4_1020_801.png,1.1316
0,170721_M03_1_449_1020.png,0.9922
0,170721_L04_1_586_174.png,0.3911
5,170721_N06_2_877_1159.png,0.3138
0,170721_O02_1_1189_261.png,1.3418
5,170721_M08_2_1068_543.png,0.2057
5,170721_K07_3_649_915.png,0.3201
20,170721_I24_2_602_168.png,0.2672
10,170721_M15_3_725_719.png,0.287
0,170721_J01_3_308_388.png,0.9373
10,170721_N11_1_647_314.png,1.1191
5,170721_O09_2_435_790.png,0.4053
0,170721_J01_1_1099_514.png,1.1702
0,170721_N02_1_876_558.png,0.917
20,170721_O24_4_957_863.png,0.2882
10,170721_I13_3_567_358.png,0.3237
0,170721_J02_1_489_311.png,0.5552
10,170721_J14_4_136_619.png,0.2328
10,170721_N12_3_1223_1244.png,0.265
10,170721_K15_1_1022_826.png,0.4489
10,170721_M12_3_1263_556.png,0.7124
10,170721_N14_1_875_1226.png,0.1985
0,170721_K04_3_262_912.png,1.3733
0,170721_N05_4_936_207.png,0.8834
5,170721_K09_2_968_208.png,0.2006
10,170721_I14_4_648_558.png,0.2561
20,170721_L22_3_1138_901.png,0.4227
10,170721_J14_3_870_395.png,0.3408
0,170721_P05_1_487_294.png,0.6586
0,170721_K01_1_808_1050.png,0.3083
10,170721_K12_3_563_835.png,0.4256
5,170721_P09_2_372_555.png,0.2201
5,170721_I06_1_637_661.png,0.2181
5,170721_N09_1_145_1240.png,0.217
10,170721_L13_4_448_220.png,0.3955
0,170721_I02_2_366_309.png,0.8
20,170721_I24_3_963_1077.png,0.2369
20,170721_L22_1_1071_993.png,0.1192
10,170721_J12_4_876_260.png,0.3605
0,170721_M04_2_1123_586.png,1.0705
5,170721_O06_3_698_941.png,0.4052
0,170721_L04_3_394_586.png,0.9964
0,170721_N04_2_262_255.png,1.6395
0,170721_I05_1_497_203.png,0.9284
10,170721_P12_1_473_986.png,0.3348
20,170721_K24_3_873_447.png,0.2173
0,170721_N01_4_224_998.png,0.2048
10,170721_K11_2_374_1005.png,0.2409
20,170721_L21_3_1140_168.png,0.2927
5,170721_P08_3_594_616.png,0.2376
10,170721_K11_2_263_1223.png,0.2199
20,170721_M23_3_455_943.png,0.3672
0,170721_N04_2_261_250.png,1.6465
10,170721_M11_2_146_625.png,0.1507
20,170721_J22_3_828_628.png,0.3196
20,170721_P22_3_399_304.png,0.2129
5,170721_I06_2_419_292.png,0.2447
10,170721_P11_1_1075_525.png,0.3308
20,170721_N21_2_1270_1189.png,0.3843
5,170721_L07_4_168_903.png,0.189
10,170721_I11_1_133_1230.png,0.7431
0,170721_K04_3_172_520.png,1.3645
10,170721_L14_3_666_205.png,0.6291
5,170721_L09_3_828_967.png,0.2259
0,170721_I02_1_935_402.png,1.0701
10,170721_L15_1_794_498.png,0.4838
0,170721_L04_3_539_223.png,0.4808
0,170721_I05_3_844_350.png,1.3387
0,170721_K01_1_844_330.png,0.7511
0,170721_K05_1_635_323.png,1.0304
5,170721_I07_2_752_627.png,0.4014
5,170721_P08_1_565_1146.png,0.2156
10,170721_K15_2_276_335.png,0.4985
5,170721_N07_1_802_386.png,0.2154
10,170721_L11_3_903_210.png,0.1827
10,170721_M13_3_145_693.png,0.1903
10,170721_P15_2_631_647.png,0.3325
0,170721_L04_1_349_655.png,0.2345
0,170721_J03_1_546_1002.png,1.2767
20,170721_M24_4_677_466.png,0.4294
5,170721_L09_4_1194_1086.png,0.4697
0,170721_K05_4_183_450.png,0.7855
5,170721_I10_1_141_416.png,0.2331
0,170721_J05_3_1009_569.png,1.048
10,170721_L14_3_157_877.png,0.6317
5,170721_L09_4_1029_382.png,0.2648
5,170721_O08_1_996_1207.png,0.2667
20,170721_L23_1_1001_272.png,0.1981
20,170721_N24_2_467_344.png,0.2449
10,170721_P14_1_655_304.png,0.242
5,170721_N06_3_951_989.png,0.472
20,170721_K21_3_978_455.png,0.2663
10,170721_O14_1_1184_1251.png,0.4366
5,170721_J07_3_576_1080.png,0.2252
5,170721_K08_3_712_1254.png,0.1273
20,170721_M22_2_831_911.png,0.2669
10,170721_M15_3_1079_1069.png,0.3302
10,170721_P11_2_555_558.png,0.1905
20,170721_J22_2_1062_477.png,0.4291
10,170721_I13_1_1068_216.png,0.2568
0,170721_P05_3_1210_1239.png,1.1315
5,170721_N06_4_756_1210.png,0.2253
5,170721_N10_4_243_1164.png,0.2101
0,170721_J03_4_755_978.png,1.3567
5,170721_I06_1_941_611.png,0.3382
20,170721_N22_4_726_466.png,0.416
20,170721_P22_1_1034_488.png,0.269
10,170721_N14_1_685_914.png,0.2788
5,170721_L09_2_823_1246.png,0.3483
5,170721_P07_1_1219_293.png,0.2257
20,170721_M22_1_562_783.png,0.3384
0,170721_K04_3_1007_836.png,0.6782
10,170721_O14_4_1230_1104.png,0.4507
0,170721_M01_1_1023_320.png,1.021
5,170721_L08_3_727_143.png,0.4174
0,170721_L04_4_964_179.png,1.0992
5,170721_L06_1_267_454.png,0.5526
0,170721_I03_1_649_941.png,1.3939
20,170721_M22_3_559_971.png,0.3379
5,170721_M09_2_716_211.png,0.4082
0,170721_N04_2_260_249.png,1.6333
0,170721_M03_3_713_160.png,0.7875
0,170721_L03_3_552_978.png,0.6444
5,170721_I06_1_600_816.png,0.2773
5,170721_K09_4_727_599.png,0.3973
10,170721_O13_1_1203_1102.png,0.3453
10,170721_K14_3_361_803.png,0.3123
0,170721_J04_1_486_1262.png,1.0919
5,170721_I09_2_819_1018.png,0.2488
20,170721_P22_2_1011_562.png,0.2549
0,170721_M01_4_567_906.png,1.3419
10,170721_J13_1_620_770.png,0.3159
10,170721_N14_3_536_381.png,0.2345
0,170721_M02_2_1163_1024.png,1.1361
10,170721_K12_1_857_700.png,0.4728
0,170721_J01_4_1243_1190.png,1.3568
5,170721_M09_4_528_627.png,0.483
0,170721_N04_1_324_1222.png,1.8417
5,170721_K06_2_231_447.png,0.1973
5,170721_K07_1_296_1110.png,0.4634
5,170721_P09_1_262_1260.png,0.2465
5,170721_N10_3_1078_207.png,0.208
10,170721_O12_4_786_194.png,0.3891
10,170721_N11_3_284_476.png,0.2914
0,170721_P04_1_301_270.png,1.2082
0,170721_O04_3_398_504.png,0.5901
10,170721_N11_4_293_389.png,0.3156
20,170721_I24_1_914_364.png,0.2468
20,170721_N23_4_820_469.png,0.1695
0,170721_N01_4_1063_1185.png,0.3074
20,170721_I24_1_742_957.png,0.4037
20,170721_M21_1_728_694.png,0.4725
10,170721_I12_4_695_228.png,0.4035
5,170721_L07_2_423_392.png,0.3035
20,170721_K22_4_185_215.png,0.3178
0,170721_N03_3_676_379.png,1.2903
0,170721_P05_1_1146_845.png,0.6393
20,170721_M23_1_203_952.png,0.5069
0,170721_O02_1_202_999.png,1.232
0,170721_N05_1_627_350.png,1.3575
10,170721_L15_1_128_1094.png,0.2516
0,170721_K05_3_553_352.png,1.0856
5,170721_L06_2_714_1076.png,0.3956
5,170721_N10_3_828_658.png,0.1653
5,170721_L10_2_1102_435.png,0.319
5,170721_J06_1_265_297.png,0.4976
0,170721_O03_1_307_630.png,1.1623
10,170721_K15_1_1076_1072.png,0.5661
0,170721_L03_1_231_281.png,1.5124
0,170721_M01_4_738_834.png,0.827
10,170721_I15_1_566_1038.png,0.4256
10,170721_P15_4_882_364.png,0.4824
20,170721_J24_3_456_799.png,0.2267
5,170721_N06_1_382_212.png,0.2372
20,170721_I24_2_459_866.png,0.2705
5,170721_N07_1_666_154.png,0.2498
5,170721_P07_2_674_511.png,0.3281
0,170721_O01_1_628_1147.png,0.5563
20,170721_N21_2_948_933.png,0.3003
5,170721_I06_1_943_406.png,0.2957
0,170721_L05_1_730_942.png,1.3523
10,170721_N15_2_1106_755.png,0.2577
0,170721_M01_1_1234_1018.png,0.5205
20,170721_M23_2_990_227.png,0.4302
20,170721_J23_4_1207_132.png,0.3215
5,170721_I07_2_760_633.png,0.4081
20,170721_I21_3_1017_131.png,0.3239
0,170721_M05_3_210_271.png,1.1787
10,170721_L13_2_804_1134.png,0.3034
5,170721_I08_2_324_514.png,0.2459
0,170721_K03_3_662_307.png,1.402
20,170721_I24_4_767_512.png,0.2548
0,170721_L03_2_612_1004.png,1.1064
0,170721_I01_3_380_561.png,1.6146
0,170721_O04_3_277_260.png,0.4785
5,170721_K06_2_892_342.png,0.358
0,170721_J05_2_780_410.png,1.0165
5,170721_O09_4_1255_699.png,0.5711
10,170721_L13_2_825_875.png,0.524
10,170721_O15_2_1138_1039.png,0.1864
20,170721_N24_2_750_364.png,0.2117
10,170721_K12_4_264_310.png,0.3314
20,170721_I24_3_288_206.png,0.2439
5,170721_P09_3_1180_793.png,0.3
0,170721_J03_1_217_211.png,1.5192
10,170721_K15_2_1078_774.png,0.3415
5,170721_P09_4_1122_737.png,0.2516
10,170721_N12_4_789_171.png,0.3949
0,170721_N05_3_1184_837.png,1.146
10,170721_M13_2_133_931.png,0.1788
20,170721_O24_1_910_218.png,0.473
5,170721_P06_3_783_786.png,0.3443
5,170721_L07_1_513_593.png,0.3593
5,170721_K07_4_499_1141.png,0.6462
20,170721_I22_3_438_244.png,0.5884
5,170721_M07_2_207_468.png,0.2684
5,170721_P07_1_285_1094.png,0.3055
5,170721_O06_4_197_214.png,0.1303
5,170721_P09_1_1089_361.png,0.2208
20,170721_O22_3_719_869.png,0.757
5,170721_P07_1_1004_624.png,0.3069
0,170721_J04_3_548_473.png,1.1639
10,170721_L14_3_774_602.png,0.2958
5,170721_K06_1_372_829.png,0.3821
20,170721_M21_3_1034_1222.png,0.2619
5,170721_K09_4_347_802.png,0.5266
20,170721_O22_1_383_1174.png,0.4026
10,170721_I13_1_328_1191.png,0.2403
0,170721_J04_3_876_322.png,1.0897
10,170721_M12_3_207_865.png,0.1847
20,170721_J24_3_861_1035.png,0.2145
10,170721_K14_1_1216_690.png,0.3827
10,170721_N12_4_1222_1024.png,0.3095
0,170721_N02_2_669_829.png,0.9643
0,170721_M05_3_346_503.png,1.2395
5,170721_M08_4_519_1213.png,0.33
5,170721_P06_3_623_559.png,0.604
5,170721_L07_2_716_657.png,0.2249
20,170721_P21_4_1085_667.png,0.2094
10,170721_K14_1_203_812.png,0.1751
5,170721_O10_1_926_332.png,0.3525
5,170721_I06_2_1003_365.png,0.3984
10,170721_L14_2_545_234.png,0.1211
5,170721_L08_4_742_491.png,0.2739
10,170721_O15_1_620_290.png,0.3251
5,170721_O08_3_1177_165.png,0.6163
10,170721_N15_2_619_1214.png,0.362
0,170721_J01_2_655_332.png,0.8141
0,170721_J04_1_269_1042.png,0.5743
20,170721_J24_4_171_236.png,0.3438
5,170721_P10_1_444_1016.png,0.1949
0,170721_L04_2_577_139.png,1.7234
10,170721_L13_1_844_581.png,0.2481
20,170721_N23_1_920_496.png,0.2669
5,170721_L09_3_1262_883.png,0.5013
5,170721_I10_4_1168_949.png,0.3389
10,170721_I15_2_960_1032.png,0.2982
0,170721_L04_1_660_372.png,0.702
5,170721_M07_2_971_492.png,0.8631
0,170721_J03_4_831_181.png,0.8965
0,170721_L02_2_753_587.png,1.3581
20,170721_N24_1_601_1265.png,0.2877
10,170721_L14_3_863_468.png,0.3048
10,170721_M12_3_288_400.png,0.4072
5,170721_L09_2_227_707.png,0.2798
0,170721_I04_2_1094_1138.png,0.6981
5,170721_M10_4_881_1005.png,0.2306
0,170721_N02_4_1194_369.png,0.6727
10,170721_P13_1_1095_525.png,1.0327
10,170721_I12_1_782_1181.png,0.3207
0,170721_I03_2_628_463.png,1.3325
5,170721_O10_3_492_334.png,0.4976
0,170721_J02_1_910_1097.png,1.2894
0,170721_P04_2_782_772.png,1.1527
10,170721_K15_1_987_1085.png,0.3078
10,170721_P11_1_818_811.png,0.3611
0,170721_P03_3_346_644.png,0.5594
0,170721_J01_4_969_385.png,0.7162
20,170721_P21_2_769_660.png,0.4305
20,170721_P21_2_626_428.png,0.35
10,170721_M12_1_1082_165.png,0.4358
0,170721_M04_1_1192_834.png,1.0765
5,170721_P09_3_1208_164.png,0.3986
5,170721_L06_1_1117_1104.png,0.537
20,170721_L21_1_500_878.png,0.7254
0,170721_P03_1_351_870.png,0.4218
10,170721_J14_1_784_1023.png,0.2763
10,170721_J14_3_344_1063.png,0.1935
5,170721_L08_1_545_1145.png,0.3877
0,170721_K01_4_570_940.png,1.2914
0,170721_N04_2_1181_477.png,1.2263
0,170721_K03_1_668_277.png,0.7113
20,170721_O22_3_701_961.png,0.3792
0,170721_L04_3_1123_869.png,1.3423
0,170721_L02_3_1012_195.png,1.0758
20,170721_N22_3_249_149.png,0.3633
10,170721_I13_3_974_619.png,0.2983
5,170721_M08_4_1185_969.png,0.3934
20,170721_K22_4_350_792.png,0.3358
5,170721_I06_3_1051_633.png,0.368
5,170721_K06_1_709_1079.png,0.3326
0,170721_O01_2_1212_638.png,0.5757
0,170721_N03_1_147_1248.png,1.3487
5,170721_L08_1_1229_413.png,0.5094
20,170721_K21_4_411_789.png,0.3897
0,170721_K03_4_392_1054.png,0.6284
0,170721_P05_2_783_881.png,1.2764
10,170721_L14_1_1105_393.png,0.2216
